words,counts
colitis venous thromboembolism,1
measurement Female reproductive,1
pressure sequence-specific transcription,1
axis phenotypes BMI-adjusted,1
identities anterior-posterior axis,1
positional identities anterior-posterior,1
specific positional identities,1
cells specific positional,1
factor part developmental,1
transcription factor part,1
sequence-specific transcription factor,1
blood pressure sequence-specific,1
bone size appendicular,1
measurement force minus,1
microbiome measurement force,1
scoliosis gut microbiome,1
idiopathic scoliosis gut,1
BMI body weight,1
phenotypes BMI body,1
cilia phenotypes BMI,1
respiratory cilia phenotypes,1
ratio bone size,1
size appendicular lean,1
ulcerative colitis venous,1
volume waist circumference,1
formation phenotypes adolescent,1
system formation phenotypes,1
ratio important role,1
waist-hip ratio important,1
measurement catalyzes tissue-specific,1
microbiome measurement catalyzes,1
circumference gut microbiome,1
waist circumference gut,1
hippocampal volume waist,1
lean mass bone,1
leukemia hippocampal volume,1
myeloid leukemia hippocampal,1
osteoporosis acute myeloid,1
measurement osteoporosis acute,1
triglyceride measurement osteoporosis,1
percentage triglyceride measurement,1
fat percentage triglyceride,1
mass bone density,1
protein respiratory cilia,1
force protein respiratory,1
measurement force protein,1
hypertension body weight,1
transport dietary cholesterol,1
selective transport dietary,1
role selective transport,1
essential role selective,1
Mastocytosis plays essential,1
carcinoma Mastocytosis plays,1
BMI encodes T-type,1
height BMI encodes,1
pressure hypertension body,1
acid measurement force,1
axis phenotypes systolic,1
position anterior-posterior axis,1
specific position anterior-posterior,1
cells specific position,1
Mastocytosis part developmental,1
carcinoma Mastocytosis part,1
density encodes T-type,1
mineral density encodes,1
dietary cholesterol enterocytes,1
cholesterol enterocytes selective,1
enterocytes selective sterol,1
selective sterol excretion,1
lipid measurement fatty,1
syndrome lipid measurement,1
metabolic syndrome lipid,1
acid measurement metabolic,1
pancreatitis fatty acid,1
disease pancreatitis fatty,1
artery disease pancreatitis,1
hyperlipidemia cardiovascular disease,1
familial hyperlipidemia cardiovascular,1
cholesterol measurement familial,1
cholesterol measurement total,1
gallstones LDL cholesterol,1
phenotypes gallstones LDL,1
bile phenotypes gallstones,1
liver bile phenotypes,1
excretion liver bile,1
sterol excretion liver,1
phenotypes adolescent idiopathic,1
idiopathic scoliosis triglyceride,1
scoliosis triglyceride measurement,1
pressure neuroblastoma systolic,1
waist circumference prostate,1
tubulin phenotypes body,1
modification tubulin phenotypes,1
post-translational modification tubulin,1
negatively post-translational modification,1
diabetes negatively post-translational,1
type diabetes negatively,1
neuroblastoma systolic blood,1
blood pressure neuroblastoma,1
component exocyst complex,1
mass diastolic blood,1
lean mass diastolic,1
sites plasma membrane,1
fusion sites plasma,1
vesicles fusion sites,1
exocytic vesicles fusion,1
docking exocytic vesicles,1
complex docking exocytic,1
circumference prostate carcinoma,1
prostate carcinoma Enccodes,1
carcinoma Enccodes prominent,1
Enccodes prominent member,1
duration ulcerative colitis,1
QRS duration ulcerative,1
rate QRS duration,1
filtration rate QRS,1
ratio glomerular filtration,1
waist-hip ratio glomerular,1
circumference BMI BMI-adjusted,1
glucose measurement total,1
diabetes glucose measurement,1
type diabetes glucose,1
body height HDL,1
activity phenotypes triglyceride,1
GEF activity phenotypes,1
trafficking GEF activity,1
membrane trafficking GEF,1
periodontitis membrane trafficking,1
knee periodontitis membrane,1
exocyst complex docking,1
membranes component exocyst,1
triglyceride measurement lymphoid,1
contractions specific straited,1
depression plays important,1
unipolar depression plays,1
neuroblastoma unipolar depression,1
measurement neuroblastoma unipolar,1
microbiome measurement neuroblastoma,1
muscles phenotypes gut,1
straited muscles phenotypes,1
specific straited muscles,1
low-tension contractions specific,1
cell membranes component,1
high-velocity low-tension contractions,1
measurement high-velocity low-tension,1
hormone measurement high-velocity,1
measurement encodes Similar,1
T measurement encodes,1
leukemia cardiac troponin,1
lymphoid leukemia cardiac,1
measurement lymphoid leukemia,1
important role final,1
role final stage,1
final stage carbohydrate,1
stage carbohydrate digestion,1
compounds cell membranes,1
endogenous compounds cell,1
toxicants endogenous compounds,1
drugs toxicants endogenous,1
many drugs toxicants,1
substrates many drugs,1
various substrates many,1
transport various substrates,1
active transport various,1
ATP active transport,1
binds ATP active,1
measurement binds ATP,1
microbiome measurement binds,1
COVID-19 cholestrol transport,1
phenotypes COVID-19 cholestrol,1
digestion phenotypes COVID-19,1
carbohydrate digestion phenotypes,1
circumference body Encodes,1
body Encodes prominent,1
knee periodontitis Type,1
Obstructive Pulmonary Disease,1
classical activation pathways,1
part classical activation,1
factor part classical,1
complement factor part,1
form complement factor,1
acidic form complement,1
Disease acidic form,1
Pulmonary Disease acidic,1
Chronic Obstructive Pulmonary,1
pathways trimer alpha,1
arteritis Chronic Obstructive,1
Takayasu arteritis Chronic,1
Carcinoma Takayasu arteritis,1
Prostate Carcinoma Takayasu,1
Infection Prostate Carcinoma,1
HPV Infection Prostate,1
Cancer HPV Infection,1
Oropharynx Cancer HPV,1
activation pathways trimer,1
trimer alpha beta,1
periodontitis Type fialment,1
major histocompatibility complex,1
Blood Group Chido/Rodgers,1
[ Blood Group,1
Deficiency [ Blood,1
region chromosome Diseases,1
III region chromosome,1
MHC class III,1
complex MHC class,1
histocompatibility complex MHC,1
Localizes major histocompatibility,1
beta gamma surface,1
components Localizes major,1
complement components Localizes,1
other complement components,1
complexes other complement,1
antigen-antibody complexes other,1
interaction antigen-antibody complexes,1
surface interaction antigen-antibody,1
gamma surface interaction,1
menopause Oropharynx Cancer,1
Age menopause Oropharynx,1
Disease Age menopause,1
Phenotypes Visual Perception,1
waist-hip ratio [,1
Myositis BMI-adjusted waist-hip,1
Colitis Myositis BMI-adjusted,1
Ulcerative Colitis Myositis,1
Polymyositis Ulcerative Colitis,1
Measurements Polymyositis Ulcerative,1
Perception Measurements Polymyositis,1
Visual Perception Measurements,1
Deficiency Phenotypes Visual,1
Parkinson Disease Age,1
Complement Deficiency Phenotypes,1
Pathway Complement Deficiency,1
Component Pathway Complement,1
Classical Component Pathway,1
A Classical Component,1
Due A Classical,1
Immunodeficiency Due A,1
Deficiency Immunodeficiency Due,1
ratio [ Smoking,1
[ Smoking behavior,1
Smoking behavior free/total,1
behavior free/total cholesterol,1
Asthma Parkinson Disease,1
Atopic Asthma Parkinson,1
Schizophrenia Atopic Asthma,1
disorder Schizophrenia Atopic,1
spectrum disorder Schizophrenia,1
Autism spectrum disorder,1
measurement Autism spectrum,1
lipoprotein measurement Autism,1
low/intermediate density lipoprotein,1
Very low/intermediate density,1
disease Very low/intermediate,1
bowel disease Very,1
Inflammatory bowel disease,1
] Inflammatory bowel,1
measurement ] Inflammatory,1
cholesterol measurement ],1
free/total cholesterol measurement,1
Group Chido/Rodgers System,1
Chido/Rodgers System ],1
System ] Systemic,1
blood pressure narcolepsy-cataplexy,1
Coronary Artery Disease,1
disease Coronary Artery,1
Alzheimer disease Coronary,1
cancer Alzheimer disease,1
colorectal cancer Alzheimer,1
syndrome colorectal cancer,1
narcolepsy-cataplexy syndrome colorectal,1
pressure narcolepsy-cataplexy syndrome,1
index diastolic blood,1
measurement lung carcinoma,1
mass index diastolic,1
sclerosis body mass,1
multiple sclerosis body,1
carcinoma multiple sclerosis,1
cervical carcinoma multiple,1
Cancer cervical carcinoma,1
Oropharynx Cancer cervical,1
carcinoma Oropharynx Cancer,1
Artery Disease Takayasu,1
Disease Takayasu Arteritis,1
Takayasu Arteritis Rheumatoid,1
Arteritis Rheumatoid Arthritis,1
cholesterol measurement Female,1
carcinoma free cholesterol,1
prostate carcinoma free,1
infection prostate carcinoma,1
HPV infection prostate,1
cancer HPV infection,1
cavity cancer HPV,1
carcinoma oral cavity,1
cell carcinoma oral,1
Osteoporosis basal cell,1
disease Osteoporosis basal,1
heart disease Osteoporosis,1
Rheumatic heart disease,1
mellitus Rheumatic heart,1
diabetes mellitus Rheumatic,1
Arthritis Type diabetes,1
Rheumatoid Arthritis Type,1
lung carcinoma Oropharynx,1
cholesterol measurement lung,1
] Systemic lupus,1
bowel disease total,1
Hep B virus,1
chronic Hep B,1
measurement chronic Hep,1
cholesterol measurement chronic,1
Low/High density lipoprotein,1
measurement Low/High density,1
cholesterol measurement Low/High,1
disease total cholesterol,1
measurement ulcerative colitis,1
Schizophrenia Free cholesterol,1
Protein measurement ulcerative,1
blood Protein measurement,1
Arthritis blood Protein,1
Rheumatoid Arthritis blood,1
Phenotyopes Rheumatoid Arthritis,1
erythematosus Phenotyopes Rheumatoid,1
lupus erythematosus Phenotyopes,1
Systemic lupus erythematosus,1
virus infection cancer,1
infection cancer body,1
body height childhood/adult,1
height childhood/adult onset,1
infarction Schizophrenia Free,1
Myocardial infarction Schizophrenia,1
Leukemia Myocardial infarction,1
Lymphocytic Leukemia Myocardial,1
circumference Chronic Lymphocytic,1
hip/waist circumference Chronic,1
BMI-adjusted hip/waist circumference,1
carcinoma BMI-adjusted hip/waist,1
keratinocyte carcinoma BMI-adjusted,1
disease keratinocyte carcinoma,1
disease disease keratinocyte,1
s disease disease,1
Disease Crohn ’,1
Parkinson Disease Crohn,1
asthma Parkinson Disease,1
onset asthma Parkinson,1
childhood/adult onset asthma,1
Progressive Congenital Cataract,1
leukocytes Diseases Complement,1
basophilic leukocytes Diseases,1
Syndrome Phenotypes BMI,1
Fat Body Mass,1
Obesity Fat Body,1
measurement Obesity Fat,1
cholesterol measurement Obesity,1
cholesterol total cholesterol,1
lipoprotein cholesterol total,1
BMI low density,1
Phenotypes BMI low,1
Auriculo-Condylar Syndrome Phenotypes,1
GDP thereby signal,1
Syndrome Auriculo-Condylar Syndrome,1
Auriculocondylar Syndrome Auriculo-Condylar,1
Diseases Auriculocondylar Syndrome,1
division Diseases Auriculocondylar,1
cell division Diseases,1
role cell division,1
May role cell,1
signal May role,1
Body Mass Waist,1
Mass Waist Circumference,1
Waist Circumference Colorectal,1
Circumference Colorectal Cancer,1
[ Physical activity,1
measurement [ Physical,1
cholesterol measurement [,1
Atresia Phenotypes Low,1
Esophageal Atresia Phenotypes,1
Atresia Tracheoesophageal Fistula,1
Esophageal Atresia Tracheoesophageal,1
OFD3 Tracheoesophageal Fistula,1
Iii OFD3 Tracheoesophageal,1
Syndrome Iii OFD3,1
Orofaciodigital Syndrome Iii,1
Diseases Orofaciodigital Syndrome,1
formation Diseases Orofaciodigital,1
system formation Diseases,1
Receptor important role,1
Cancer Receptor important,1
Colorectal Cancer Receptor,1
thereby signal May,1
GTP GDP thereby,1
activity alcohol drinking,1
gene family role,1
K + channels,1
receptor-regulated K +,1
activity receptor-regulated K,1
ratio activity receptor-regulated,1
waist-hip ratio activity,1
measurement oxidizes medium,1
rate measurement oxidizes,1
family role plasmalemma,1
dystrophy encodes member,1
bound GTP GDP,1
corneal dystrophy encodes,1
Meesmann corneal dystrophy,1
Diseases Meesmann corneal,1
epithelia Diseases Meesmann,1
cormeal epithelia Diseases,1
chain cormeal epithelia,1
fialment chain cormeal,1
Type fialment chain,1
+ channels adenylate,1
channels adenylate cyclase,1
adenylate cyclase activity,1
cyclase activity intracellular,1
activity bound GTP,1
GTPase activity bound,1
low GTPase activity,1
subunit low GTPase,1
Alpha subunit low,1
cascades Alpha subunit,1
numerous cascades Alpha,1
GPCRs numerous cascades,1
downstream GPCRs numerous,1
transducers downstream GPCRs,1
s transducers downstream,1
function s transducers,1
G function s,1
levels G function,1
cAMP levels G,1
intracellular cAMP levels,1
activity intracellular cAMP,1
Physical activity alcohol,1
alcohol drinking alcohol,1
cells basophilic leukocytes,1
Covalently immunoglobulins immune,1
IC CR1 erythrocytes,1
clearance IC CR1,1
aggregates clearance IC,1
immune aggregates clearance,1
solubilization immune aggregates,1
complexes solubilization immune,1
immune complexes solubilization,1
immunoglobulins immune complexes,1
Aneurysm Covalently immunoglobulins,1
fibrosis measurement Heel,1
Aortic Aneurysm Covalently,1
mellitus Abdominal Aortic,1
diabetes mellitus Abdominal,1
failure Type diabetes,1
Heart failure Type,1
density Heart failure,1
mineral density Heart,1
Heel bone mineral,1
CR1 erythrocytes proteolytic,1
erythrocytes proteolytic degradation,1
proteolytic degradation complement,1
degradation complement C4,1
mast cells basophilic,1
release mast cells,1
histamine release mast,1
permeability histamine release,1
vascular permeability histamine,1
muscle vascular permeability,1
smooth muscle vascular,1
contraction smooth muscle,1
Induces contraction smooth,1
process Induces contraction,1
inflammatory process Induces,1
local inflammatory process,1
mediator local inflammatory,1
anaphylatoxin mediator local,1
C4a anaphylatoxin mediator,1
C4 C4a anaphylatoxin,1
complement C4 C4a,1
measurement Heel bone,1
Liver fibrosis measurement,1
drinking alcohol consumption,1
Total cholesterol measurement,1
Remnant cholesterol measurement,1
measurement Remnant cholesterol,1
cholesterol measurement Remnant,1
Measurement Free cholesterol,1
Protein Measurement Free,1
Blood Protein Measurement,1
measurement Blood Protein,1
cholesterol measurement Blood,1
] Total cholesterol,1
disease Liver fibrosis,1
measurement ] Total,1
lipid measurement ],1
duration lipid measurement,1
sleep duration lipid,1
measurement sleep duration,1
cholesterol measurement sleep,1
phospholipid measurement free,1
consumption measurement phospholipid,1
cholesterol measurement Esterified,1
measurement Esterified cholesterol,1
Esterified cholesterol measurement,1
cholesterol measurement Coronary,1
arterial disease Liver,1
Peripheral arterial disease,1
duration Peripheral arterial,1
Sleep duration Peripheral,1
stroke Sleep duration,1
artery stroke Sleep,1
Large artery stroke,1
Disease Large artery,1
Cardiovascular Disease Large,1
Syndrome Cardiovascular Disease,1
Metabolic Syndrome Cardiovascular,1
infarction Metabolic Syndrome,1
Myocardial infarction Metabolic,1
disease Myocardial infarction,1
artery disease Myocardial,1
Coronary artery disease,1
measurement Coronary artery,1
Mitochondrial Progressive Congenital,1
minor fibrillar collagen,1
Congenital Cataract Developmental,1
assembly phenotypes systolic,1
circumference BMI waist-hip,1
mass BMI-adjusted waist-hip,1
hypertension lean body,1
weight hypertension lean,1
birth weight hypertension,1
carcinoma birth weight,1
cell carcinoma birth,1
esophageal carcinoma squamous,1
disease esophageal carcinoma,1
cardiovascular disease esophageal,1
carcinoma cardiovascular disease,1
gastric carcinoma cardiovascular,1
distribution gastric carcinoma,1
fat distribution gastric,1
disorder diastolic blood,1
migraine disorder diastolic,1
percentage migraine disorder,1
fat percentage migraine,1
pressure appendicular lean,1
BMI waist-hip ratio,1
artery disease triglyceride,1
triglyceride measurement role,1
auditory stimuli promotes,1
blood pressure diabetic,1
diet measurement systolic,1
phenotypes diet measurement,1
signaling phenotypes diet,1
AKT signaling phenotypes,1
myogenesis AKT signaling,1
promotes myogenesis AKT,1
stimuli promotes myogenesis,1
modulation auditory stimuli,1
rate measurement ADP-ribosyltransferase,1
role modulation auditory,1
probable role modulation,1
receptor probable role,1
ionotropic receptor probable,1
GLP1R ionotropic receptor,1
activity GLP1R ionotropic,1
ADP-ribosyltransferase activity GLP1R,1
measurement ADP-ribosyltransferase activity,1
blood pressure appendicular,1
complex assembly phenotypes,1
triglyceride measurement adult,1
ARP2/3 complex assembly,1
pulmonary disease BMI-adjusted,1
lung carcinoma chronic,1
circumference squamous cell,1
hip circumference squamous,1
carcinoma BMI-adjusted hip,1
lung carcinoma BMI-adjusted,1
neoplasm lung carcinoma,1
tract neoplasm lung,1
disease upper aerodigestive,1
reflux disease upper,1
measurement gastroesophageal reflux,1
use measurement gastroesophageal,1
drug use measurement,1
GORD drug use,1
disease GORD drug,1
reflux disease GORD,1
gastro-oesophageal reflux disease,1
ulcer gastro-oesophageal reflux,1
Peptic ulcer gastro-oesophageal,1
waist circumference Inguinal,1
circumference Inguinal hernia,1
Inguinal hernia breast,1
erythematosus protein gene,1
AVIL ARP2/3 complex,1
downstream AVIL ARP2/3,1
acts downstream AVIL,1
colitis acts downstream,1
ulcerative colitis acts,1
COPD ulcerative colitis,1
phenotypes COPD ulcerative,1
gene phenotypes COPD,1
lupus erythematosus protein,1
hernia breast carcinoma,1
basic measurement systemic,1
factor basic measurement,1
growth factor basic,1
fibroblast growth factor,1
carcinoma fibroblast growth,1
cervical carcinoma fibroblast,1
height cervical carcinoma,1
body height cervical,1
pressure diabetic retinopathy,1
diabetic retinopathy role,1
retinopathy role vesicle,1
role vesicle maturation,1
family sodium-independent uptake,1
gene family sodium-independent,1
derivatives encodes member,1
oxygenated derivatives encodes,1
leukemia plays important,1
myeloid leukemia plays,1
BMI acute myeloid,1
circumference BMI acute,1
electrocardiography waist-hip ratio,1
pressure electrocardiography waist-hip,1
blood pressure electrocardiography,1
distolic blood pressure,1
measurement distolic blood,1
diet measurement distolic,1
pressure diet measurement,1
blood pressure diet,1
diabetes systolic blood,1
cancer diabetes systolic,1
colon cancer diabetes,1
sodium-independent uptake dibasic,1
uptake dibasic amino,1
dibasic amino acids,1
body height hypothyroidism,1
lipids protein gene,1
complex lipids protein,1
biosynthesis complex lipids,1
role biosynthesis complex,1
BMI role biosynthesis,1
circumference BMI role,1
hypothyroidism BMI-adjusted waist,1
height hypothyroidism BMI-adjusted,1
COPD volumetric bone,1
amino acids sodium-dependent,1
schizophrenia COPD volumetric,1
BMI schizophrenia COPD,1
weight BMI schizophrenia,1
acids phenotypes glomerular,1
neutral amino acids,1
uptake neutral amino,1
sodium-dependent uptake neutral,1
acids sodium-dependent uptake,1
polyp colon cancer,1
carcinoma polyp colon,1
prostate carcinoma polyp,1
cognitive impairment measurement,1
transduction cascades terminally,1
signal transduction cascades,1
role signal transduction,1
disease role signal,1
Parkinson disease role,1
weight Parkinson disease,1
body weight Parkinson,1
impairment measurement body,1
phenotypes cognitive impairment,1
terminally differentiated cells,1
pathway phenotypes cognitive,1
messenger pathway phenotypes,1
second messenger pathway,1
diacylglycerol second messenger,1
target diacylglycerol second,1
exocytosis target diacylglycerol,1
maturation exocytosis target,1
vesicle maturation exocytosis,1
cascades terminally differentiated,1
differentiated cells phenotypes,1
Ptdlns4P phenotypes breast,1
rate microbiome measurement,1
Ptdlns Ptdlns4P phenotypes,1
phosphorylates Ptdlns Ptdlns4P,1
disease phosphorylates Ptdlns,1
artery disease phosphorylates,1
acid measurement coronary,1
omega-6 fatty acid,1
measurement omega-6 fatty,1
microbiome measurement omega-6,1
filtration rate microbiome,1
cells phenotypes prostate,1
frequency glomerular filtration,1
opening frequency glomerular,1
bowel opening frequency,1
measurement bowel opening,1
antigen measurement bowel,1
spefic antigen measurement,1
prostate spefic antigen,1
phenotypes prostate spefic,1
disease Peptic ulcer,1
ulcer disease Peptic,1
peptic ulcer disease,1
Vestibulocochlear Nerve Disease,1
Phenotypes hemoglobin A1,1
Deficiency Phenotypes hemoglobin,1
Phosphorylation Deficiency Phenotypes,1
Deficiency Combined Oxidative,1
Phosphorylation Deficiency Combined,1
position Diseases Combined,1
adenine position Diseases,1
group adenine position,1
dimethylallyl group adenine,1
tRNAs dimethylallyl group,1
RNAs tRNAs dimethylallyl,1
modifies RNAs tRNAs,1
mitochondrion modifies RNAs,1
protein mitochondrion modifies,1
pressure protein mitochondrion,1
cholesterol measurement Encodes,1
BMI role hair,1
pressure BMI role,1
schizophrenia establishment maintenance,1
A1 measurement hematocrit,1
measurement hematocrit PR,1
hematocrit PR interval,1
pulmonary function measurement,1
tissue Diseases Vestibulocochlear,1
adipose tissue Diseases,1
brown adipose tissue,1
thermogenesis brown adipose,1
protein thermogenesis brown,1
myopia protein thermogenesis,1
measurement myopia protein,1
function measurement myopia,1
measurement pulmonary function,1
PR interval measurement,1
"suicide,1-linoleoylglycerophosphocholine measurement pulmonary",1
"percentage suicide,1-linoleoylglycerophosphocholine measurement",1
"fat percentage suicide,1-linoleoylglycerophosphocholine",1
density triglyceride measurement,1
mineral density triglyceride,1
FEV/FEC ratio bone,1
measurement FEV/FEC ratio,1
interval measurement FEV/FEC,1
measurement schizophrenia establishment,1
function measurement schizophrenia,1
measurement cognitive function,1
sleep duration Abdominal,1
RNA essential incorporation,1
histidyl-transfer RNA essential,1
synthesis histidyl-transfer RNA,1
responsible synthesis histidyl-transfer,1
corpuscular responsible synthesis,1
Aneurysm corpuscular responsible,1
Aortic Aneurysm corpuscular,1
duration Abdominal Aortic,1
disease sleep duration,1
incorporation histidine proteins,1
artery disease sleep,1
syndrome coronary artery,1
metabolic syndrome coronary,1
ratio metabolic syndrome,1
lipids ratio metabolic,1
free cholesterol total,1
hyperlipidemia free cholesterol,1
familial hyperlipidemia free,1
essential incorporation histidine,1
histidine proteins gene,1
biomarker measurement cognitive,1
promoter Diseases Charcot-Marie-Tooth,1
inflammatory biomarker measurement,1
Phenotypes inflammatory biomarker,1
Iiib Phenotypes inflammatory,1
Type Iiib Phenotypes,1
Syndrome Type Iiib,1
Usher Syndrome Type,1
Type Usher Syndrome,1
Axonal Type Usher,1
bidirectional promoter Diseases,1
proteins gene head-to-head,1
share bidirectional promoter,1
genes share bidirectional,1
homologous genes share,1
chromosome homologous genes,1
HARSL chromosome homologous,1
orientation HARSL chromosome,1
head-to-head orientation HARSL,1
gene head-to-head orientation,1
Diseases Vestibulocochlear Nerve,1
Nerve Disease Vestibular,1
measurement peptic ulcer,1
Disease Vestibular Neuronitis,1
corpuscular volume liver,1
Phenotypes mean corpuscular,1
activity Phenotypes mean,1
binding activity Phenotypes,1
enable DNA-binding transcription,1
carcinoma enable DNA-binding,1
prostate carcinoma enable,1
leukemia prostate carcinoma,1
myeloid leukemia prostate,1
gene Phenotypes acute,1
dementia protein gene,1
body dementia protein,1
Lewy body dementia,1
measurement Lewy body,1
microbiome measurement Lewy,1
dependence gut microbiome,1
cocaine dependence gut,1
intake cocaine dependence,1
energy intake cocaine,1
volume liver iron,1
liver iron measurement,1
iron measurement unipolar,1
depressive disorder depressive,1
triglyceride measurement peptic,1
hemoglobin BMI-adjusted waist-hip,1
corpuscular hemoglobin BMI-adjusted,1
obsolete_sarcoidosis mean corpuscular,1
disorder obsolete_sarcoidosis mean,1
bipolar disorder obsolete_sarcoidosis,1
symptom measurement bipolar,1
disorder depressive symptom,1
major depressive disorder,1
unipolar depression peak,1
capacity major depressive,1
vital capacity major,1
schizophrenia vital capacity,1
disorder schizophrenia vital,1
flow autism spectrum,1
expiratory flow autism,1
peak expiratory flow,1
depression peak expiratory,1
measurement energy intake,1
Hypermetropia measurement energy,1
Phenotypes Hypermetropia measurement,1
sleep duration high,1
multipass membrane protein,1
encodes multipass membrane,1
pancreatitis encodes multipass,1
non-alcoholic pancreatitis encodes,1
percentage deimination arginine,1
fat percentage deimination,1
density body fat,1
duration high density,1
density sleep duration,1
protein functions iron,1
mineral density sleep,1
globulin measurement bone,1
volume sex hormone-binding,1
platelet volume sex,1
hemorrhoid mean platelet,1
Phenotypes hemorrhoid mean,1
Neuronitis Phenotypes hemorrhoid,1
Vestibular Neuronitis Phenotypes,1
membrane protein functions,1
functions iron transporter,1
Sideroblastic Phenotypes Hypermetropia,1
gene anemia Diseases,1
Anemia Sideroblastic Phenotypes,1
Overload Anemia Sideroblastic,1
Iron Overload Anemia,1
Microcytic Iron Overload,1
Hypochromic Microcytic Iron,1
Anemia Hypochromic Microcytic,1
Diseases Anemia Hypochromic,1
anemia Diseases Anemia,1
Deficiency gene anemia,1
iron transporter encoded,1
cations Deficiency gene,1
Cu2+ cations Deficiency,1
copper Cu2+ cations,1
Fe3+ copper Cu2+,1
iron Fe3+ copper,1
protein iron Fe3+,1
encoded protein iron,1
transporter encoded protein,1
gene phenotypes triglyceride,1
measurement adult onset,1
measurement remnant cholesterol,1
follicle maintenance phenotypes,1
leads opening ion-conducting,1
measurement leads opening,1
T measurement leads,1
disease cardiac troponin,1
Crohn disease cardiac,1
testosterone measurement Crohn,1
ratio testosterone measurement,1
waist-hip ratio testosterone,1
disease BMI-adjusted waist-hip,1
bowel disease BMI-adjusted,1
circumference inflammatory bowel,1
hip circumference inflammatory,1
bipolar BMI-adjusted hip,1
carcinoma bipolar BMI-adjusted,1
cell carcinoma bipolar,1
distribution keratinocyte carcinoma,1
fat distribution keratinocyte,1
BMI body height,1
circumference BMI body,1
opening ion-conducting channel,1
ion-conducting channel plasma,1
channel plasma membrane,1
formation organization extracellular,1
type diabetes body,1
mass appendicular lean,1
body mass appendicular,1
BMI lean body,1
phenotypes BMI lean,1
matrix phenotypes BMI,1
extracellular matrix phenotypes,1
organization extracellular matrix,1
role formation organization,1
membrane phenotypes lipid,1
BMI role formation,1
diabetes BMI role,1
ADHD type diabetes,1
height ADHD type,1
body height ADHD,1
Alzheimer disease body,1
lipid measurement Alzheimer,1
phenotypes lipid measurement,1
maintenance phenotypes BMI-adjusted,1
hair follicle maintenance,1
adult onset asthma,1
cornification hair follicle,1
triglyceride measurement inflammatory,1
carcinoma triglyceride measurement,1
cell carcinoma triglyceride,1
measurement keratinocyte carcinoma,1
diabetes measurement keratinocyte,1
pectoris drugs diabetes,1
angina pectoris drugs,1
diabetes angina pectoris,1
type diabetes angina,1
breast carcinoma type,1
osteoarthritis body height,1
circumference osteoarthritis body,1
BMI BMI-adjusted hip,1
pressure BMI BMI-adjusted,1
pressure BMI-adjusted waist,1
trafficking phenotypes systolic,1
vesicle trafficking phenotypes,1
role vesicle trafficking,1
homeostasis role vesicle,1
measurement inflammatory bowel,1
bowel disease acute,1
myeloid leukemia HDL,1
mineral density schizophrenia,1
epidermal cornification hair,1
regulation epidermal cornification,1
density regulation epidermal,1
mineral density regulation,1
infarction femoral neck,1
myocardial infarction femoral,1
schizophrenia myocardial infarction,1
density schizophrenia myocardial,1
measurement volumetric bone,1
leukemia HDL cholesterol,1
pressure measurement volumetric,1
Crohn disease pulse,1
cholesterol measurement Crohn,1
syndrome LDL cholesterol,1
metabolic syndrome LDL,1
density metabolic syndrome,1
bone density metabolic,1
measurement bone density,1
diabetes body role,1
body role retinoid,1
role retinoid phospholipid,1
retinoid phospholipid metabolism,1
carcinoma cancer oxidizes,1
rate protein gene,1
filtration rate protein,1
development phenotypes glomerular,1
vessel development phenotypes,1
blood vessel development,1
normal blood vessel,1
regulator normal blood,1
important regulator normal,1
measurement important regulator,1
cholesterol measurement important,1
gene role hair,1
protein gene role,1
hip circumference protein,1
height catalyzes proteolysis,1
body height catalyzes,1
circumference May role,1
hip circumference May,1
derivatives catalyzes proteolysis,1
cancer oxidizes medium,1
waist-hip ratio protein,1
ratio protein transport,1
periodic paralysis catalyzes,1
non-alcoholic pancreatitis role,1
disease deimination arginine,1
autoimmune disease deimination,1
thyroid disease autoimmune,1
gene phenotypes thyroid,1
paralysis protein gene,1
periodic paralysis protein,1
paralysis catalyzes cleavage,1
disease catalyzes cleavage,1
protein transport phenotypes,1
autoimmune disease catalyzes,1
artery disease autoimmune,1
hypothyroidism coronary artery,1
disease hypothyroidism coronary,1
ratio autoimmune thyroid,1
waist-hip ratio autoimmune,1
use measurement BMI-adjusted,1
transport phenotypes thyroid,1
oxygenated derivatives catalyzes,1
measurement plays important,1
rate measurement plays,1
lipid measurement total,1
cells oxidative stress,1
protects cells oxidative,1
2-oxo-dAMP protects cells,1
2-oxo-dATP 2-oxo-dAMP protects,1
hydrolysis 2-oxo-dATP 2-oxo-dAMP,1
measurement hydrolysis 2-oxo-dATP,1
cholesterol measurement hydrolysis,1
cholesterol measurement LDL,1
measurement lipid measurement,1
stress phenotypes body,1
phospholipid measurement lipid,1
cholesterol measurement phospholipid,1
tumorigenesis phenotypes HDL,1
role tumorigenesis phenotypes,1
lysophospholipids role tumorigenesis,1
various lysophospholipids role,1
metabolism various lysophospholipids,1
phospholipid metabolism various,1
oxidative stress phenotypes,1
body weight BMI-adjusted,1
ADHD role plasmalemma,1
disorder cardiovascular disease,1
measurement ADHD role,1
protein measurement ADHD,1
measurement total blood,1
hormone measurement total,1
bowel disease thyroid,1
pressure inflammatory bowel,1
blood pressure inflammatory,1
cardiovascular disease systolic,1
bipolar disorder cardiovascular,1
weight BMI-adjusted waist,1
PTSD Crohn disease,1
anorexia PTSD Crohn,1
colitis anorexia PTSD,1
ulcerative colitis anorexia,1
