words,counts
height microfilament motor,1
neurotransmitter release heart,1
excitability epithelial electrolyte,1
neuronal excitability epithelial,1
secretion neuronal excitability,1
insulin secretion neuronal,1
rate insulin secretion,1
heart rate insulin,1
release heart rate,1
Functions neurotransmitter release,1
photosensitivity outer segment,1
H Functions neurotransmitter,1
subfamily H Functions,1
member potassium channel,1
encodes member potassium,1
contraction encodes member,1
muscle contraction encodes,1
motor activity muscle,1
epithelial electrolyte transport,1
electrolyte transport smooth,1
transport smooth muscle,1
smooth muscle contraction,1
roles photosensitivity outer,1
synergistic roles photosensitivity,1
essential synergistic roles,1
plays essential synergistic,1
pressure plays essential,1
disease systolic blood,1
Crohn disease systolic,1
lymphoma Crohn disease,1
Hodgkins lymphoma Crohn,1
height Hodgkins lymphoma,1
body height Hodgkins,1
volume Phenotypes body,1
cell volume Phenotypes,1
contraction cell volume,1
muscle contraction cell,1
cytotoxic granules natural,1
complex assembly cytotoxic,1
cytoskeletal GTPase phenotypes,1
subunits mature receptor,1
clearance apoptotic cells,1
homeostasis clearance apoptotic,1
lipid homeostasis clearance,1
signaling lipid homeostasis,1
intracellular signaling lipid,1
receptor intracellular signaling,1
mature receptor intracellular,1
kDa subunits mature,1
cells member peptidyl,1
kDa kDa subunits,1
furin kDa kDa,1
proteolytically furin kDa,1
preprotein proteolytically furin,1
proteins preprotein proteolytically,1
family proteins preprotein,1
carboxypeptidase family proteins,1
apoptotic cells member,1
member peptidyl arginine,1
SNARE complex assembly,1
residues citrullines presence,1
propionate-CoA ligase activity,1
Enables propionate-CoA ligase,1
ratio Enables propionate-CoA,1
ions Phenotypes BMI-adjusted,1
calcium ions Phenotypes,1
presence calcium ions,1
citrullines presence calcium,1
arginine residues citrullines,1
peptidyl arginine deiminase,1
proteins arginine residues,1
deimination proteins arginine,1
post-translational deimination proteins,1
enzymes post-translational deimination,1
family enzymes post-translational,1
deiminase family enzymes,1
arginine deiminase family,1
member carboxypeptidase family,1
Encodes member carboxypeptidase,1
index Encodes member,1
membrane endosomes lysosomes,1
cholesterol N-terminal domain,1
binding cholesterol N-terminal,1
cholesterol binding cholesterol,1
intracellular cholesterol binding,1
mediates intracellular cholesterol,1
lysosomes mediates intracellular,1
endosomes lysosomes mediates,1
protein membrane endosomes,1
suppressor Phenotypes body,1
large protein membrane,1
process large protein,1
metabolic process large,1
mannose metabolic process,1
activity mannose metabolic,1
alpha-mannosidase activity mannose,1
body alpha-mannosidase activity,1
N-terminal domain Phenotypes,1
domain Phenotypes BMI,1
fat percentage body,1
percentage body waist-hip,1
tumor suppressor Phenotypes,1
stability tumor suppressor,1
genomic stability tumor,1
role genomic stability,1
phosphoprotein role genomic,1
nuclear phosphoprotein role,1
kD nuclear phosphoprotein,1
Encodes kD nuclear,1
circumference Encodes kD,1
Obesity waist circumference,1
CVD Obesity waist,1
circumference CVD Obesity,1
hip circumference CVD,1
mellitus hip circumference,1
diabetes mellitus hip,1
ligase activity possibly,1
activity possibly ketone,1
possibly ketone body,1
Phenotypes appendicular lean,1
heavy chain structural,1
arm heavy chain,1
dynein arm heavy,1
inner dynein arm,1
encodes inner dynein,1
index encodes inner,1
weight body BMI-adjusted,1
family Phenotypes appendicular,1
myosin Phenotypes body,1
protein family Phenotypes,1
polycystin protein family,1
member polycystin protein,1
Encodes member polycystin,1
arrhythmia Encodes member,1
cardiac arrhythmia Encodes,1
height cardiac arrhythmia,1
chain structural support,1
structural support radial,1
support radial spokes,1
radial spokes outer,1
control SNARE complex,1
trafficking control SNARE,1
intracellular trafficking control,1
protein intracellular trafficking,1
Encodes protein intracellular,1
schizophrenia Parkinson disease,1
disorder schizophrenia Parkinson,1
spectrum disorder schizophrenia,1
circumference autism spectrum,1
waist circumference autism,1
tail Phenotypes BMI-adjusted,1
sperm tail Phenotypes,1
doublet sperm tail,1
outer doublet sperm,1
spokes outer doublet,1
body height cardiac,1
cardiac myosin Phenotypes,1
ketone body biosynthetic,1
ulcerative colitis Phenotypes,1
migration functional studies,1
neuronal migration functional,1
brain neuronal migration,1
protein brain neuronal,1
Encodes protein brain,1
height Encodes protein,1
colitis Phenotypes body,1
biomarker ulcerative colitis,1
subunit cardiac myosin,1
activity biomarker ulcerative,1
ligase activity biomarker,1
butyrate-CoA ligase activity,1
Enables butyrate-CoA ligase,1
process Enables butyrate-CoA,1
biosynthetic process Enables,1
body biosynthetic process,1
functional studies related,1
studies related astrotactin,1
related astrotactin gene,1
astrotactin gene humans,1
chain subunit cardiac,1
heavy chain subunit,1
alpha heavy chain,1
height alpha heavy,1
body height alpha,1
ratio Phenotypes body,1
waist-hip ratio Phenotypes,1
scoliosis BMI-adjusted waist-hip,1
idiopathic scoliosis BMI-adjusted,1
weight adolescent idiopathic,1
body weight adolescent,1
index BMI-adjusted hip,1
mass body mass,1
mouse Phenotypes body,1
humans mouse Phenotypes,1
hearing vision phenotypes,1
vision phenotypes body,1
triglyceride measurement BMI-adjsuted,1
biosynthesis Phenotypes total,1
encodes lysosomal membrane,1
measurement encodes lysosomal,1
haptoglobin measurement encodes,1
measurement haptoglobin measurement,1
protein measurement haptoglobin,1
measurement blood protein,1
cholesterol measurement blood,1
pyrimidine biosynthesis Phenotypes,1
membrane protein beta-glucosidic,1
dihydroorotate pyrimidine biosynthesis,1
oxidation dihydroorotate pyrimidine,1
ubiquinone-mediated oxidation dihydroorotate,1
step ubiquinone-mediated oxidation,1
enzymatic step ubiquinone-mediated,1
fourth enzymatic step,1
gene fourth enzymatic,1
lysosomal membrane protein,1
protein beta-glucosidic linkage,1
measurement BMI-adjsuted hip,1
nuclear export Phenotypes,1
subunit voltage-gated sodium,1
pore-forming subunit voltage-gated,1
activity pore-forming subunit,1
ATP activity pore-forming,1
index ATP activity,1
mass index ATP,1
export Phenotypes body,1
pathway nuclear export,1
beta-glucosidic linkage glycosylceramide,1
Notch pathway nuclear,1
regulation Notch pathway,1
negative regulation Notch,1
Enables activity negative,1
ratio Enables activity,1
glycosylceramide phenotypes body,1
linkage glycosylceramide phenotypes,1
protein gene fourth,1
mass protein gene,1
body mass protein,1
blood pressure testosterone,1
binding activity actin,1
tropomyosin binding activity,1
enable tropomyosin binding,1
diabetes enable tropomyosin,1
type diabetes enable,1
testosterone measurement type,1
pressure testosterone measurement,1
transcription phenotypes systolic,1
height BMI lean,1
II-dependent transcription phenotypes,1
polymerase II-dependent transcription,1
RNA polymerase II-dependent,1
initiation RNA polymerase,1
role initiation RNA,1
major role initiation,1
BMI major role,1
activity actin filament,1
actin filament organization,1
potassium channel important,1
organization contraction assembly,1
boyd height BMI,1
measurement boyd height,1
cholesterol measurement boyd,1
change measurement total,1
ligase phenotypes HDL,1
infarction E3 ubiquitin-protein,1
myocardial infarction E3,1
measurement myocardial infarction,1
protein measurement myocardial,1
disease total blood,1
artery disease total,1
capacity coronary artery,1
vital capacity coronary,1
assembly Phenotypes vital,1
contraction assembly Phenotypes,1
voltage-gated sodium channel,1
sodium channel complex,1
channel complex whcih,1
broadening flattening elongation,1
circumference binds myosin,1
hip circumference binds,1
circumference hip circumference,1
hip circumference hip,1
podocytes phenotypes body,1
elongation podocytes phenotypes,1
flattening elongation podocytes,1
fibers broadening flattening,1
ratio growth factor,1
F-actin fibers broadening,1
reduction F-actin fibers,1
cytoskeleton reduction F-actin,1
podocyte cytoskeleton reduction,1
rearrangement podocyte cytoskeleton,1
beta-mediated rearrangement podocyte,1
factor beta-mediated rearrangement,1
binds myosin titin,1
myosin titin light,1
titin light meromyosin,1
light meromyosin diabetes,1
filament-forming cytoskeletal GTPase,1
diabetes filament-forming cytoskeletal,1
type diabetes filament-forming,1
transduction phenotypes type,1
taste transduction phenotypes,1
role taste transduction,1
central role taste,1
depolarization central role,1
membrane depolarization central,1
transient membrane depolarization,1
mediates transient membrane,1
microtubules mediates transient,1
minus microtubules mediates,1
diabetes produces force,1
meromyosin diabetes produces,1
growth factor beta-mediated,1
waist-hip ratio growth,1
complex whcih Na+,1
thyroglubulin phenotypes autoimmune,1
cardiomyocyte differentiation negatively,1
development cardiomyocyte differentiation,1
regulates development cardiomyocyte,1
disease regulates development,1
thyroid disease regulates,1
autoimmune thyroid disease,1
phenotypes autoimmune thyroid,1
instructions thyroglubulin phenotypes,1
collagen phenotypes BMI,1
ratio instructions thyroglubulin,1
waist-hip ratio instructions,1
electrochemical gradient phenotypes,1
accordance electrochemical gradient,1
pass accordance electrochemical,1
Na+ pass accordance,1
whcih Na+ pass,1
differentiation negatively Wnt/beta-catenin,1
negatively Wnt/beta-catenin signaling,1
Wnt/beta-catenin signaling phenotypes,1
triglyceride measurement systolic,1
IV collagen phenotypes,1
such type IV,1
proteins such type,1
matrix proteins such,1
extracellular matrix proteins,1
adherence extracellular matrix,1
organization adherence extracellular,1
membrane organization adherence,1
basement membrane organization,1
epithelial basement membrane,1
fibrils epithelial basement,1
forms fibrils epithelial,1
circumference forms fibrils,1
BMI hip circumference,1
pressure BMI hip,1
phenotypes BMI major,1
autophosphorylation phenotypes BMI,1
substrates autophosphorylation phenotypes,1
circumference peak insulin,1
microbiota-host metabolic interaction,1
gut microbiota-host metabolic,1
role gut microbiota-host,1
measurement role gut,1
response measurement gut,1
insulin response measurement,1
peak insulin response,1
waist circumference peak,1
fasting blood glucose,1
weight waist circumference,1
body weight waist,1
glucose measurement body,1
insulin measurement systolic,1
height blood insulin,1
body height blood,1
measurement hip circumference,1
metabolic interaction phenotypes,1
interaction phenotypes body,1
fat distribution body,1
distribution body fat,1
AT ] -3,1
[ AT ],1
5'-CGGA [ AT,1
consensus 5'-CGGA [,1
sequences consensus 5'-CGGA,1
binds sequences consensus,1
obesity binds sequences,1
measurement obesity binds,1
diet measurement obesity,1
status diet measurement,1
BMI status diet,1
obese BMI status,1
circumference obese BMI,1
hip circumference obese,1
percentage BMI BMI-adjusted,1
glucose measurement hip,1
BMI-adjusted fasting blood,1
-3 catalyzes ATP-dependent,1
acid phenotypes systolic,1
mitochondrial clustering fusion,1
mediates mitochondrial clustering,1
measurement mediates mitochondrial,1
lipid measurement mediates,1
BMI lipid measurement,1
disease BMI lipid,1
cardiovascular disease BMI,1
D-lactic acid phenotypes,1
circumference BMI-adjusted fasting,1
glutathione D-lactic acid,1
S-D-lactoyl-glutathione glutathione D-lactic,1
hydrolysis S-D-lactoyl-glutathione glutathione,1
body hydrolysis S-D-lactoyl-glutathione,1
mass body hydrolysis,1
mass lean body,1
lean mass lean,1
clustering fusion phenotypes,1
fusion phenotypes fat,1
body mass alpha-chain,1
mass alpha-chain multiple,1
test BMI BMI-adjusted,1
tolerance test BMI,1
measurement glucose tolerance,1
insulin measurement glucose,1
measurement insulin measurement,1
glucose measurement insulin,1
fibrogen phenotypes type,1
gamma-chain fibrogen phenotypes,1
not gamma-chain fibrogen,1
Lys-54 not gamma-chain,1
Lys-53 Lys-54 not,1
beta-chain Lys-53 Lys-54,1
sites beta-chain Lys-53,1
multiple sites beta-chain,1
alpha-chain multiple sites,1
] -3 catalyzes,1
catalyzes ATP-dependent import,1
exogenous substrates autophosphorylation,1
vesicle precursors phenotypes,1
role calcium-dependent physiological,1
central role calcium-dependent,1
gene central role,1
protein gene central,1
circumference protein gene,1
waist circumference protein,1
precursors phenotypes body,1
synaptic vesicle precursors,1
substrates fatty acids,1
transport synaptic vesicle,1
axonal transport synaptic,1
anterograde axonal transport,1
motor anterograde axonal,1
derivatives motor anterograde,1
oxygenated derivatives motor,1
acids oxygenated derivatives,1
calcium-dependent physiological responses,1
physiological responses essential,1
responses essential successful,1
essential successful fertilization,1
several exogenous substrates,1
ablee several exogenous,1
sheath ablee several,1
root sheath ablee,1
brain essential proper,1
connections brain essential,1
neuronal connections brain,1
specific neuronal connections,1
maintenance specific neuronal,1
establishment maintenance specific,1
measurement establishment maintenance,1
measurement measurement establishment,1
cholesterol measurement measurement,1
fertilization phenotypes triglyceride,1
successful fertilization phenotypes,1
fatty acids oxygenated,1
endogenous substrates fatty,1
ATP-dependent import organic,1
testosterone measurement LDL,1
bipolar cells phenotypes,1
ON bipolar cells,1
retinal ON bipolar,1
photoresponse retinal ON,1
essential photoresponse retinal,1
disease essential photoresponse,1
artery disease essential,1
cholesterol measurement testosterone,1
various endogenous substrates,1
sulfate phenotypes HDL,1
estrone sulfate phenotypes,1
taurocholate estrone sulfate,1
such taurocholate estrone,1
anions such taurocholate,1
organic anions such,1
import organic anions,1
cells phenotypes type,1
triglyceride measurement regulates,1
measurement regulates activation,1
regulates activation degradation,1
metabolism various endogenous,1
diabetes metabolism various,1
type diabetes metabolism,1
protein phenotypes total,1
cell-adhesion protein phenotypes,1
calcium-dependent cell-adhesion protein,1
precursors calcium-dependent cell-adhesion,1
zymogen precursors calcium-dependent,1
sites zymogen precursors,1
cleavage sites zymogen,1
specific cleavage sites,1
procarboxypeptidases specific cleavage,1
trypsinogens procarboxypeptidases specific,1
degradation trypsinogens procarboxypeptidases,1
activation degradation trypsinogens,1
body potassium channel,1
specific phopholipids cytoplasmic,1
channel important role,1
transplant outcome measurement,1
schizophrenia cytokine measurement,1
measurement schizophrenia cytokine,1
effect measurement schizophrenia,1
genotype effect measurement,1
donor genotype effect,1
measurement donor genotype,1
outcome measurement donor,1
renal transplant outcome,1
measurement Encodes BTB/POZ,1
rate renal transplant,1
filtration rate renal,1
Phenotypes glomerular filtration,1
cytotoxicity Phenotypes glomerular,1
oxysterols cytotoxicity Phenotypes,1
protein oxysterols cytotoxicity,1
Encodes protein oxysterols,1
cytokine measurement Encodes,1
Encodes BTB/POZ domain,1
important role number,1
B cells macrophages,1
variable immunodeficency-8 autoimmunity,1
common variable immunodeficency-8,1
gene common variable,1
Defects gene common,1
LPS Defects gene,1
macrophages LPS Defects,1
cells macrophages LPS,1
expression B cells,1
BTB/POZ domain contain,1
Encodes expression B,1
index Encodes expression,1
interaction Phenotypes type,1
protein-protein interaction Phenotypes,1
protein protein-protein interaction,1
contain protein protein-protein,1
domain contain protein,1
COVID-19 Encodes protein,1
schizophrenia COVID-19 Encodes,1
disease schizophrenia COVID-19,1
C 7-8 double,1
conversion 7-dehydrocholesterol gene,1
sterols conversion 7-dehydrocholesterol,1
ring sterols conversion,1
B ring sterols,1
bond B ring,1
double bond B,1
7-8 double bond,1
enzyme C 7-8,1
artery disease schizophrenia,1
Encodes enzyme C,1
disease Encodes enzyme,1
disease Alzheimer disease,1
Crohn disease Alzheimer,1
artery disease Crohn,1
scoliosis coronary artery,1
idiopathic scoliosis coronary,1
7-dehydrocholesterol gene ubiquitously,1
gene ubiquitously transmembrane,1
ubiquitously transmembrane protein,1
transmembrane protein endoplasmic,1
HbA1c measurement coronary,1
ratio HbA1c measurement,1
waist-hip ratio HbA1c,1
sclerosis appendicular lean,1
multiple sclerosis appendicular,1
gene Phenotypes multiple,1
erythematosus Protein gene,1
lupus erythematosus Protein,1
membrane Phenotypes systemic,1
outer membrane Phenotypes,1
nuclear outer membrane,1
membrane nuclear outer,1
reticulum membrane nuclear,1
endoplasmic reticulum membrane,1
protein endoplasmic reticulum,1
immunodeficency-8 autoimmunity Phenotypes,1
autoimmunity Phenotypes triglycerides,1
Phenotypes triglycerides total,1
nuclear localization export,1
hip circumference mortality,1
density body BMI-adjusted,1
mass bone mineral,1
lean mass bone,1
signals Phenotypes body,1
export signals Phenotypes,1
localization export signals,1
novel nuclear localization,1
transport Phenotyoes hemoglobin,1
dependent novel nuclear,1
nucleocytoplasmic dependent novel,1
cytoplasm nucleocytoplasmic dependent,1
predominantly cytoplasm nucleocytoplasmic,1
protein predominantly cytoplasm,1
Encodes protein predominantly,1
body weight Encodes,1
circumference mortality several,1
mortality several functions,1
several functions ATP,1
functions ATP binding,1
Encodes protein N-terminal,1
circumference CAD Encodes,1
waist circumference CAD,1
membrane Phenotypes waist,1
interactions cytoskeleton plasma,1
role interactions cytoskeleton,1
important role interactions,1
weight waist-hip ratio,1
body weight waist-hip,1
light intermediate chain,1
dynein light intermediate,1
activity dynein light,1
dynein intermediate chain,1
activity dynein intermediate,1
ATP binding activity,1
Phenotyoes hemoglobin A1,1
membrane transport Phenotyoes,1
triglycerides total lipids,1
family regualtion transcription,1
"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",1
"measurement phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase",1
"triglyceride measurement phosphatidylinositol-3,4,5-trisphosphate",1
Phenotypes triglyceride measurement,1
II Phenotypes triglyceride,1
polymerase II Phenotypes,1
regualtion transcription RNA,1
gene family regualtion,1
ion membrane transport,1
gene keratin gene,1
Protein gene keratin,1
measurement Protein gene,1
cholesterol measurement Protein,1
ratio low density,1
lipids ratio low,1
total lipids ratio,1
"5-phosphatase activity phosphatidylinositol-4,5-bisphosphate",1
"activity phosphatidylinositol-4,5-bisphosphate 5-phosphatase",1
"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",1
5-phosphatase activity Phenotypes,1
inorganic ion membrane,1
ion homeostasis inorganic,1
inorganic ion homeostasis,1
volume homeostasis inorganic,1
cell volume homeostasis,1
processes cell volume,1
several processes cell,1
actvity several processes,1
kinase actvity several,1
protein kinase actvity,1
schizophrenia protein kinase,1
measurement schizophrenia protein,1
diet measurement schizophrenia,1
ratio diet measurement,1
waist-hip ratio diet,1
density adolescent idiopathic,1
mineral density adolescent,1
pathway Phenotypes bone,1
Arp2/3 complex-mediated actin,1
CAD BMI Encodes,1
percentage CAD BMI,1
index body weight,1
insulin measurement type,1
nucleation Phenotypes insulin,1
actin nucleation Phenotypes,1
complex-mediated actin nucleation,1
regulation Arp2/3 complex-mediated,1
function Phenotypes inflammatory,1
positive regulation Arp2/3,1
endocytosis positive regulation,1
clathrin-dependent endocytosis positive,1
density clathrin-dependent endocytosis,1
mineral density clathrin-dependent,1
cholesterol measurement bone,1
disease low density,1
BMI Encodes protein,1
important role protein,1
role protein folding,1
protein folding cytoprotective,1
modulation cardiovascular renal,1
hormone modulation cardiovascular,1
protein hormone modulation,1
Encodes protein hormone,1
high-density lipoprotein cholesterol,1
measurement high-density lipoprotein,1
cholesterol measurement high-density,1
CAD total cholesterol,1
percentage CAD total,1
perturbation Phenotypes BMI,1
cellular perturbation Phenotypes,1
hypoxia-induced cellular perturbation,1
role hypoxia-induced cellular,1
cytoprotective role hypoxia-induced,1
folding cytoprotective role,1
bowel disease low,1
determined function Phenotypes,1
renal function Phenotypes,1
organization regulation bone,1
Phenotypes fat body,1
development Phenotypes fat,1
osteoclast development Phenotypes,1
regulation osteoclast development,1
resorption regulation osteoclast,1
bone resorption regulation,1
regulation bone resorption,1
cytoskeleton organization regulation,1
motif determined function,1
actin cytoskeleton organization,1
regulation actin cytoskeleton,1
measurement regulation actin,1
hormone measurement regulation,1
thyroid hormone measurement,1
measurement thyroid hormone,1
cholesterole measurement thyroid,1
body mass CAD,1
mass CAD Encodes,1
Encodes protein processing,1
protein processing Holliday,1
coil motif determined,1
coiled coil motif,1
protein coiled coil,1
Encodes protein coiled,1
resistance Encodes protein,1
stress resistance Encodes,1
genotoxic stress resistance,1
maintenance genotoxic stress,1
exchanges maintenance genotoxic,1
chromatid exchanges maintenance,1
sister chromatid exchanges,1
suppression sister chromatid,1
junctions suppression sister,1
Holliday junctions suppression,1
processing Holliday junctions,1
cardiovascular renal function,1
function Phenotypes insulin,1
transduction pathway Phenotypes,1
components multiple protein,1
domains TNF-induced activation,1
cytoplasmic domains TNF-induced,1
receptor cytoplasmic domains,1
TNF receptor cytoplasmic,1
complex TNF receptor,1
protein complex TNF,1
multiple protein complex,1
protein components multiple,1
CSPG repeats Calx-beta,1
scaffold protein components,1
Encodes scaffold protein,1
height Encodes scaffold,1
HbA1c measurement body,1
Phenotypes HbA1c measurement,1
domains Phenotypes HbA1c,1
Calx-beta domains Phenotypes,1
TNF-induced activation Belong,1
activation Belong family,1
Belong family MACP,1
family MACP only,1
signal transduction pathway,1
kinase signal transduction,1
terminal kinase signal,1
N terminal kinase,1
c-Jun N terminal,1
growth c-Jun N,1
cell growth c-Jun,1
protein cell growth,1
Encodes protein cell,1
circumference Encodes protein,1
tissue Phenotypes waist,1
adipose tissue Phenotypes,1
brown adipose tissue,1
only brown adipose,1
MACP only brown,1
repeats Calx-beta domains,1
numerous CSPG repeats,1
insulin measurement regulates,1
order glucose homeostasis,1
artery disease Protein,1
cholesterol measurement Ischemic,1
percentage total cholesterol,1
fat percentage total,1
index body fat,1
homeostasis Phenotypes body,1
glucose homeostasis Phenotypes,1
reticulum order glucose,1
protein numerous CSPG,1
endoplasmic reticulum order,1
lumen endoplasmic reticulum,1
cytoplasm lumen endoplasmic,1
transport cytoplasm lumen,1
glucose-6-phosphate transport cytoplasm,1
regulates glucose-6-phosphate transport,1
measurement regulates glucose-6-phosphate,1
disease Protein gene,1
Protein gene Encodes,1
gene Encodes protein,1
Encodes protein outer,1
membrane protein numerous,1
integral membrane protein,1
measurement integral membrane,1
cholesterol measurement integral,1
measurement high density,1
cholesterol measurement high,1
A1 measurement total,1
responses Phenotypes hemoglobin,1
antivirus responses Phenotypes,1
mitochondrial antivirus responses,1
regulator mitochondrial antivirus,1
membrane regulator mitochondrial,1
mitochondrial membrane regulator,1
outer mitochondrial membrane,1
protein outer mitochondrial,1
protein N-terminal Src,1
N-terminal Src homology,1
Src homology SH3,1
diabetes Encodes membrane,1
EBV B T,1
virus EBV B,1
Epstein-Barr virus EBV,1
receptor Epstein-Barr virus,1
protein receptor Epstein-Barr,1
membrane protein receptor,1
Encodes membrane protein,1
CAD diabetes Encodes,1
transpoter protein multi-drug,1
BMI CAD diabetes,1
ratio BMI CAD,1
triglyceride measurement waist-hip,1
circumference triglyceride measurement,1
hip circumference triglyceride,1
resistance Phenotypes BMI-adjusted,1
multi-drug resistance Phenotypes,1
B T Phenotypes,1
T Phenotypes type,1
diabetes mellitus Alzheimer,1
mellitus Alzheimer disease,1
interactions cell periphery,1
actin-microtubule interactions cell,1
protein actin-microtubule interactions,1
Encodes protein actin-microtubule,1
aneurysm Encodes protein,1
coronary aneurysm Encodes,1
ratio coronary aneurysm,1
lymphocytes Phenotypes waist-hip,1
quiescent lymphocytes Phenotypes,1
protein quiescent lymphocytes,1
aminopeptidase protein quiescent,1
cleaving aminopeptidase protein,1
post-proline cleaving aminopeptidase,1
Encodes post-proline cleaving,1
disease Encodes post-proline,1
protein multi-drug resistance,1
ABC transpoter protein,1
periphery microtubule network,1
cytoplasm Fuctions homodimer,1
gene alpha chains,1
scoliosis gene alpha,1
idiopathic scoliosis gene,1
actin Phenotypes adolescent,1
F actin Phenotypes,1
homodimer F actin,1
Fuctions homodimer F,1
trafficing cytoplasm Fuctions,1
Encodes ABC transpoter,1
intracellular trafficing cytoplasm,1
nucleus intracellular trafficing,1
muscle-specific nucleus intracellular,1
protein muscle-specific nucleus,1
encodes protein muscle-specific,1
index encodes protein,1
ciliogenesis Phenotypes BMI-adjusted,1
IX collagen minor,1
collagen minor 5-20,1
minor 5-20 %,1
5-20 % collagen,1
measurement Encodes ABC,1
glucose measurement Encodes,1
CAD blood glucose,1
measurement CAD blood,1
triglyceride measurement CAD,1
index triglyceride measurement,1
mass index triglyceride,1
acetylation Phenotypes type,1
H4 acetylation Phenotypes,1
acetylation H4 acetylation,1
H2A acetylation H4,1
histone H2A acetylation,1
cartilage histone H2A,1
hyaline cartilage histone,1
% collagen component,1
cell periphery microtubule,1
microtubule network cellular,1
protein functions ciliogenesis,1
molecule glycoconjugate ligands,1
manner ABC transporter,1
acid-dependent manner ABC,1
sialic acid-dependent manner,1
surfaces sialic acid-dependent,1
cell surfaces sialic,1
ligands cell surfaces,1
glycoconjugate ligands cell,1
adhesion molecule glycoconjugate,1
steriod hormones such,1
lectin-like adhesion molecule,1
protein lectin-like adhesion,1
Encodes protein lectin-like,1
birth weight Encodes,1
progesterone Phenotypes body,1
testosterone progesterone Phenotypes,1
such testosterone progesterone,1
ABC transporter protein,1
transporter protein Phenotypes,1
protein Phenotypes body,1
Phenotypes body fat,1
Crohn disease adolescent,1
epidermis Phenotypes inflammatory,1
mammalian epidermis Phenotypes,1
filaments mammalian epidermis,1
intermediate filaments mammalian,1
protein keratin intermediate,1
filament-associated protein keratin,1
intermediate filament-associated protein,1
protein intermediate filament-associated,1
lean mass Encodes,1
scoliosis type diabetes,1
idiopathic scoliosis type,1
ratio adolescent idiopathic,1
waist-hip ratio adolescent,1
distribution BMI-adjusted waist-hip,1
hormones such testosterone,1
well steriod hormones,1
network cellular junctions,1
index bone mineral,1
protein smooth muscle,1
Encodes protein smooth,1
percentage fat body,1
fat percentage fat,1
COPD body height,1
density COPD body,1
mineral density COPD,1
mass index bone,1
drugs well steriod,1
measurement body mass,1
measurement hemoglobin A1,1
triglyceride measurement hemoglobin,1
mellitus triglyceride measurement,1
diabetes mellitus triglyceride,1
junctions Phenotypes type,1
cellular junctions Phenotypes,1
smooth muscle myosin,1
muscle myosin myosin,1
myosin myosin heavy,1
myosin heavy chain,1
protein drugs well,1
Encodes protein drugs,1
stroke waist-hip ratio,1
Ischemic stroke waist-hip,1
acid measurement Ischemic,1
polyunsaturated fatty acid,1
omega-6 polyunsaturated fatty,1
Phenotypes omega-6 polyunsaturated,1
protein Phenotypes omega-6,1
contractile protein Phenotypes,1
major contractile protein,1
functions major contractile,1
family functions major,1
chain family functions,1
heavy chain family,1
functions ciliogenesis Phenotypes,1
centrosomal protein functions,1
homology SH3 tetratricopeptide,1
modification glycan strcutures,1
Encodes protein cytoskeleton,1
L-selectin Phenotypes total,1
receptor L-selectin Phenotypes,1
lymphocyte receptor L-selectin,1
ligands lymphocyte receptor,1
strcutures ligands lymphocyte,1
glycan strcutures ligands,1
sulfotransferase modification glycan,1
assembly Phenotypes BMI-adjusted,1
6-O sulfotransferase modification,1
N-acetylglucosamine 6-O sulfotransferase,1
Encodes N-acetylglucosamine 6-O,1
measurement Encodes N-acetylglucosamine,1
metabolism measurement Encodes,1
glucose metabolism measurement,1
circumference glucose metabolism,1
protein cytoskeleton effects,1
cytoskeleton effects changes,1
effects changes cell,1
changes cell shape,1
cells intesinal lumen,1
epithelial cells intesinal,1
iron epithelial cells,1
dietary iron epithelial,1
transport dietary iron,1
family transport dietary,1
oxidase family transport,1
multicopper oxidase family,1
member multicopper oxidase,1
Encodes member multicopper,1
erythematosus Encodes member,1
lupus erythematosus Encodes,1
migration Phenotypes systemic,1
shape migration Phenotypes,1
cell shape migration,1
waist circumference glucose,1
axoneme assembly Phenotypes,1
lumen circulatory system,1
Phneotypes BMI-adjusted waist-hip,1
receptor alpha Phenotypes,1
co-activator receptor alpha,1
transcriptional co-activator receptor,1
nuclear transcriptional co-activator,1
thats nuclear transcriptional,1
protein thats nuclear,1
Encodes protein thats,1
molecule Phneotypes BMI-adjusted,1
index axoneme assembly,1
docking molecule Phneotypes,1
adapter docking molecule,1
motifs adapter docking,1
TPR motifs adapter,1
repeat TPR motifs,1
tetratricopeptide repeat TPR,1
SH3 tetratricopeptide repeat,1
alpha Phenotypes body,1
body height density,1
height density Encodes,1
density Encodes receptor,1
mass index axoneme,1
weight multiple sclerosis,1
birth weight multiple,1
weight birth weight,1
body weight birth,1
mellitus body weight,1
calcium Phenotypes body,1
intracellular calcium Phenotypes,1
release intracellular calcium,1
messenger release intracellular,1
second messenger release,1
"1,4,5-trisphosphate second messenger",1
"inositol 1,4,5-trisphosphate second",1
"receptor inositol 1,4,5-trisphosphate",1
Encodes receptor inositol,1
intesinal lumen circulatory,1
circulatory system copper,1
encodes centrosomal protein,1
waist-hip ratio glomerular,1
large proteins multiple,1
unusually large proteins,1
group unusually large,1
Encodes group unusually,1
rate Encodes group,1
filtration rate Encodes,1
ratio glomerular filtration,1
cartilage Phenotypes BMI-adjusted,1
member Phenotypes blood,1
hyaline cartilage Phenotypes,1
major collagen component,1
